site_index,lon,lat,thresh_min,pop_marginal,pop_total_catch,pct_marginal
32,15.8353055,-12.5386274,240,65337.765625,2937240.75,2.2244606821895685
33,15.8393517,-12.5276705,30,30781.81640625,34864.109375,88.29084395978494
33,15.8393517,-12.5276705,60,30623.41796875,1022775.5,2.9941485662053893
33,15.8393517,-12.5276705,120,26536.9609375,1948018.5,1.3622540513603951
33,15.8393517,-12.5276705,240,65298.9921875,2936759.5,2.2235049273697762
34,15.80946062,-12.48806005,30,10296.75390625,10296.75390625,100.0
34,15.80946062,-12.48806005,60,14749.5126953125,525605.875,2.806192509798811
34,15.80946062,-12.48806005,120,13348.7294921875,1824691.25,0.7315609965350303
34,15.80946062,-12.48806005,240,63456.8359375,2930543.75,2.1653604706464455
35,16.0147384,-12.5928052,30,20922.30859375,20922.30859375,100.0
35,16.0147384,-12.5928052,60,78736.7109375,342858.3125,22.964795679993905
35,16.0147384,-12.5928052,120,56481.53515625,1794757.5,3.1470287855740957
35,16.0147384,-12.5928052,240,59902.390625,2914989.0,2.0549782735029187
36,16.0952236,-12.6166219,30,51153.828125,51153.828125,100.0
36,16.0952236,-12.6166219,60,100834.4375,635410.8125,15.869172434014883
36,16.0952236,-12.6166219,120,66558.4609375,1817394.75,3.662300715763595
36,16.0952236,-12.6166219,240,61229.9921875,2928316.5,2.0909622367493403
37,16.00378707,-12.61702845,30,26487.6953125,32838.703125,80.65999199686726
37,16.00378707,-12.61702845,60,94257.015625,998939.6875,9.435706359899731
37,16.00378707,-12.61702845,120,62818.1640625,1877025.25,3.3466872149162614
37,16.00378707,-12.61702845,240,62361.9140625,2924259.75,2.132570954495407
38,15.21858319,-12.73976599,30,7095.4423828125,7095.4423828125,100.0
38,15.21858319,-12.73976599,60,83702.3125,101709.40625,82.29554727146979
38,15.21858319,-12.73976599,120,92709.921875,1529036.0,6.063292288409167
38,15.21858319,-12.73976599,240,63659.66796875,2563318.5,2.483486463689549
39,15.11665982,-12.85058095,30,79144.09375,79144.09375,100.0
39,15.11665982,-12.85058095,60,117202.4375,244219.59375,47.99059555392451
39,15.11665982,-12.85058095,120,98171.140625,1595112.875,6.154494905258664
39,15.11665982,-12.85058095,240,66607.9375,2601470.25,2.5603958953595565
